Date,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25,Label
2004-09-01,0.296,0.2023,0.2023,-0.5574,0.0,0.0,0.0,-0.8555,0.0,-0.25,0.0,0.0,0.6369,-0.5994,-0.1779,-0.7579,0.296,-0.6124,0.0,0.0,0.0,0.0,0.4767,0.7579,0.0,1
2004-09-02,0.0,-0.4019,-0.3612,-0.5719,0.0,0.0,0.0,-0.7096,-0.1531,0.3818,-0.34,0.0,0.0,0.0,0.5994,0.0,0.0,-0.5423,0.0,0.0,0.0,0.6597,0.4215,0.0,-0.7964,0
2004-09-03,-0.7783,0.0,-0.5267,0.0,-0.296,-0.5106,-0.6249,0.0,0.0,0.0,0.0,0.5574,0.0,0.0,0.4404,0.0,0.0,0.0,0.3612,-0.7738,0.0,0.0,0.0,0.0,0.0,1
2004-09-07,0.0,0.4404,0.0,-0.3182,-0.4939,0.4939,0.3182,0.5574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4019,0.4588,0.128,0.5994,0.0,0.0,-0.2263,0.4215,0.0,0.0,0
2004-09-08,0.0,-0.4019,0.0,0.5994,0.0,-0.7184,0.0,0.1531,0.6249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5994,-0.2023,0.0,0.0,0.0,-0.2732,1
2004-09-09,-0.8834,0.0,0.0,0.0,-0.3818,-0.5719,0.4404,0.5994,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.4939,0.3612,0.0,0.0,-0.2023,0.0,-0.6486,-0.296,-0.2732,-0.5267,0
2004-09-10,0.0,0.0,0.0,0.0,0.6249,-0.6369,0.8779,0.0,0.0,0.5106,0.0,-0.5719,0.1531,-0.7269,-0.2023,-0.6908,0.0,0.0,-0.5994,0.0,0.0,-0.4939,0.0,0.0,-0.3182,0
2004-09-13,0.0,-0.0516,-0.2732,0.0,-0.3182,0.0,0.0,0.5106,-0.5994,0.0,0.4404,0.3818,0.0,0.0,0.6369,0.6249,-0.3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2004-09-14,0.5719,0.4404,0.0,0.6369,0.0,0.6808,0.0,0.0772,0.802,0.6369,-0.5267,-0.1779,0.0,0.0,0.0,-0.2732,0.0,-0.5574,0.34,0.5106,0.0,0.0,-0.0516,0.0,0.0,1
2004-09-15,0.4404,0.5267,0.0,0.0,0.0,0.0,0.4215,0.0,0.0,0.0,0.0,0.4404,-0.4767,-0.128,-0.6486,-0.8316,0.0,0.0,0.0,0.0,0.0,0.0,0.5106,0.0,-0.4019,1
2004-09-16,-0.7964,-0.8176,0.0,0.5267,-0.25,0.34,0.0,-0.4215,0.0,-0.296,0.5106,0.5719,0.0,0.0,0.0,-0.34,0.0,0.0,0.0,0.0,0.0,0.0,-0.4215,0.6908,0.4215,0
2004-09-17,-0.5574,-0.8126,0.0,-0.0516,0.0,0.0,-0.4019,0.0,0.0,0.0,0.25,0.3875,0.0,0.0,-0.7096,0.0,0.0,0.0,0.0,-0.5574,-0.4767,-0.2411,-0.5994,0.3612,-0.2755,1
2004-09-20,0.0,0.3182,0.0,0.4215,0.0,0.4767,0.1027,0.5994,0.0,0.0,0.0,0.0,0.5267,0.0,0.5719,0.128,0.128,0.128,-0.765,-0.4767,0.5719,-0.4588,0.0,0.2732,-0.7964,1
2004-09-21,0.4404,0.4215,0.4215,0.0,0.0,0.0,0.0,0.6369,0.0,0.0,0.0,-0.4215,-0.5267,0.0,0.0,0.0,0.0,0.0,0.0,0.6166,0.0,0.6166,0.2023,0.0,0.0,0
2004-09-22,0.0,0.0,-0.8402,0.0,-0.7783,0.0,-0.4939,0.2023,0.4404,0.0,0.0,0.0,0.296,0.5106,0.6369,0.0,0.25,-0.4404,0.0,0.0,0.0,0.0,0.0,0.4404,0.0,1
2004-09-23,0.0,0.0,0.0,0.0,-0.743,0.0,0.0,0.0,0.0,0.5106,0.4019,0.0,0.0,0.0,0.0,0.2023,0.0,0.0,-0.4767,0.0,0.0,-0.5859,0.0,-0.5719,0.0,0
2004-09-24,0.0,0.4019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5994,0.0,-0.6808,0.3182,0.0,0.0,0.4215,-0.2755,0.0,-0.34,0.4404,-0.2755,0.3612,0.0,0
2004-09-27,-0.6249,-0.6249,0.0,-0.5267,0.0,0.1027,0.4215,0.2732,0.4215,0.0,0.1531,-0.25,-0.5574,0.0,0.0,0.0,-0.0516,-0.3412,0.0,0.0,0.2732,0.0,0.0,-0.5267,-0.296,1
2004-09-28,0.0,0.0,0.4215,0.4404,0.6369,-0.4588,0.3818,0.0,-0.6705,-0.1531,0.0,-0.4215,0.0258,0.0,0.0,0.0,0.0,0.6369,-0.296,0.0,0.0,-0.0258,0.34,0.0,0.0,0
2004-09-29,0.5267,-0.296,0.0,-0.4767,0.0,0.7003,0.7964,-0.3818,0.0,0.0,0.0,0.5106,0.0,0.0,-0.3818,0.0,-0.6908,-0.34,-0.5106,-0.5423,0.0,-0.5994,-0.3818,0.2023,0.0,1
2004-09-30,0.6369,0.8625,0.5859,0.0,0.765,0.4939,-0.296,0.3612,-0.4404,0.0,0.5859,0.0,0.5859,0.6369,-0.4404,0.0,0.0,0.0,0.0,0.0,0.0,0.6908,-0.5267,0.0,0.0,1
2004-10-01,0.0,0.0,0.0,-0.34,0.0,-0.3612,0.0,0.0,0.0,-0.5719,0.6369,-0.7964,-0.2924,0.0,0.6369,-0.4215,0.0,-0.4939,0.0,0.0,0.0,-0.1027,-0.5994,0.0,0.0,0
2004-10-04,0.0,-0.5267,0.4404,0.0,0.0,-0.128,0.0,0.5859,0.0,0.0,0.0,0.0,0.0,0.2924,0.0,0.1531,0.0,-0.5994,-0.6486,0.0,0.0,0.0,0.0,0.0,-0.0772,1
2004-10-05,0.0,0.0,0.0,-0.2263,-0.2263,0.0,0.0,-0.1779,-0.2732,0.0,0.6369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6369,0.0,0.0,-0.6808,0.0,0.5574,1
2004-10-06,0.0,-0.1531,-0.5574,0.8689,0.34,0.0,-0.3818,-0.2732,0.0,0.0,0.0,0.0,0.0,-0.5994,0.0,0.0,-0.8316,0.0,-0.4019,-0.6597,-0.0772,-0.5423,0.0,0.0,-0.2263,0
2004-10-07,0.0,0.0,-0.2732,0.0,0.0,0.296,-0.296,0.0,-0.5574,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5719,-0.4404,0.0,-0.296,0.5106,-0.8519,0.0,-0.4215,1
2004-10-08,0.0,-0.6486,-0.25,-0.8689,0.7783,-0.6249,-0.3818,0.3612,0.765,0.0,0.0762,0.0,0.0,0.0,-0.296,0.25,0.0,0.0,-0.5994,0.4404,0.0,0.0,-0.4215,0.4215,0.0,0
2004-10-11,0.6705,0.0,-0.1027,0.0,0.0,0.7783,0.5267,-0.0516,-0.3612,-0.128,-0.34,0.5994,0.0,0.0,0.0,0.1027,0.2023,0.0,0.357,0.0,0.0,0.4588,0.1779,-0.4588,0.0,0
2004-10-12,0.0,0.0,-0.5574,0.0,0.0,-0.4019,0.0,-0.4019,0.0,0.4939,-0.1027,-0.5719,0.3612,0.0,-0.4588,0.5719,-0.7964,-0.1027,0.0,0.0258,0.0,0.0,0.0,0.4939,0.0,1
2004-10-13,0.0,0.0,0.0,0.0,-0.4215,-0.3612,0.6908,0.5267,0.0,0.0,0.0,-0.1511,0.0,0.0,-0.7506,0.0,-0.4404,-0.0516,-0.6808,0.0,0.0,0.0,0.0,0.0,-0.6486,0
2004-10-14,0.0,-0.7184,0.1531,0.2023,0.0,0.0,-0.3612,-0.4939,0.0772,-0.5574,-0.5859,0.25,0.5994,0.4019,0.5994,0.0,0.0772,0.0,0.4215,-0.4215,0.6369,0.0,0.0,0.0,0.0,0
2004-10-15,0.0,0.0,0.0,0.0,0.0,0.296,0.0,0.0,0.0,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0258,0.0,0.0,-0.3612,0.0,-0.4939,0
2004-10-18,-0.6908,-0.296,0.8,0.4019,0.0,0.6808,0.0,0.5267,-0.34,0.2023,0.0,-0.5719,-0.4019,0.0,0.0,-0.3818,-0.5719,-0.3818,0.0,-0.5423,0.5106,0.4404,0.6369,0.2263,0.0,1
2004-10-19,0.6908,0.4404,0.4404,0.4404,0.5267,0.0,0.0,0.0,-0.296,0.25,0.0,0.0,-0.4939,-0.4404,0.5106,0.2732,0.0,0.7096,0.7351,0.5267,0.0,0.0,0.0,0.1027,0.0,1
2004-10-20,0.0,-0.7081,0.4404,0.0,0.0,-0.3818,-0.6705,0.0,0.0,0.0,-0.8689,-0.6124,-0.7269,0.0,0.0,0.0,-0.2263,0.0,0.0,0.0,-0.34,0.0,-0.6486,0.4939,-0.4767,0
2004-10-21,-0.4767,-0.5719,0.0,0.0,0.128,-0.6808,-0.34,0.0,0.0,0.0,-0.6369,-0.1027,0.765,0.0,0.0,-0.5574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.3182,0
2004-10-22,0.0,0.0,0.0,0.6249,-0.4939,0.5106,0.0,-0.34,0.0,0.6486,0.0,0.5423,0.0,0.0,0.0,0.0,0.0,0.0,0.4215,-0.128,0.2263,0.0,0.0,-0.0516,0.0,0
2004-10-25,0.0,0.0,0.0,0.0,0.0,0.4215,-0.6249,0.0,-0.6124,0.4215,-0.34,0.0,0.4404,0.0,-0.34,-0.2263,-0.7269,-0.5423,0.4019,0.0,0.0,0.0,0.0,0.7147,0.0,0
2004-10-26,0.0,0.0,0.6705,0.0,0.5267,-0.4588,-0.5994,-0.34,0.0,0.0,-0.2263,-0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4019,0.0,0.0,-0.3182,0.0,-0.7269,0
2004-10-27,-0.6249,0.0,0.1779,0.0,0.0,0.0,0.0,-0.5423,0.0,0.0,0.0,-0.296,-0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5423,0.0258,0.0,0.4215,1
2004-10-28,-0.4019,0.0,0.0,0.5859,0.0,0.0258,0.0,0.0,0.0,0.5719,0.0,-0.75,0.0,-0.5574,0.0,-0.2732,0.128,0.1531,0.0,0.0,-0.7351,0.0,0.1027,0.0,-0.2732,1
2004-10-29,0.0,0.0,0.0,0.0,0.5859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3182,0.0,0.0,0.5859,-0.3182,0.0,0.2023,1
2004-11-01,0.0,0.0,-0.2263,0.0,0.2023,0.0,0.0,-0.8442,0.0,0.4215,0.0,0.0,0.0,0.0,0.0,0.4939,0.0,0.0,-0.2732,0.4939,0.0,-0.5106,-0.5994,0.0,0.0,1
2004-11-02,0.0,0.0,-0.296,0.6369,0.0,0.5994,0.296,0.6249,0.0,0.0,0.0,0.296,0.0,-0.6486,0.0258,0.3818,0.0,0.0,0.3612,-0.5994,0.0,0.0,-0.6908,-0.6486,0.0,1
2004-11-03,0.0,0.0,0.4404,0.0,0.0,-0.7902,0.0,0.0,-0.2732,-0.4767,0.0,0.4215,0.0,0.0,0.0516,0.0,0.0,-0.7964,-0.4019,-0.2732,0.0,0.0,-0.2057,-0.3612,-0.6249,0
2004-11-04,0.0,0.0,0.34,0.0,0.0,0.0,-0.34,-0.3612,0.0,0.5719,0.0,-0.1779,0.5106,0.0,0.6249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3818,0.0,1
2004-11-05,0.5106,0.0,-0.8074,0.5719,-0.8126,0.0,-0.1531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7783,0.0,0.2263,0.4939,0.0,0.1531,0.25,0.4215,1
2004-11-08,0.5719,0.0,0.2732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6705,0.0,0.4215,0.0,0.0,0.0,0.0,0.3182,-0.802,0.4019,0.5106,-0.34,0.0,0.1027,0.0,1
2004-11-09,-0.3818,-0.4939,0.5719,0.0,0.5719,0.0,-0.4939,-0.25,-0.5423,-0.8271,0.0,0.0,-0.4404,0.2975,0.0,-0.1779,-0.6486,0.0,0.0,-0.5574,-0.4019,0.128,-0.6705,-0.25,-0.3182,1
2004-11-10,0.0,0.5423,0.0,0.0,-0.296,0.0,0.0,-0.5574,0.5106,0.0,0.0,0.0,0.0,-0.5994,-0.8442,-0.0516,0.0,0.0,0.0,-0.296,0.0,-0.5267,-0.7269,0.1531,0.0,0
2004-11-11,0.0,-0.1027,0.0,-0.3612,-0.25,0.0,0.0,0.2263,0.0,0.0,0.4939,0.4019,0.0,0.0,0.0,0.0,-0.5994,-0.2263,0.0,-0.1531,0.0,0.0,-0.5574,0.2057,0.2023,1
2004-11-12,0.0,-0.296,-0.5267,0.0,0.0,-0.4767,-0.3182,0.0,0.4019,0.0,0.0,0.6249,-0.5106,0.4404,0.0,0.34,-0.3412,0.0,0.0,0.4939,0.0,-0.6124,0.0,-0.6486,-0.4215,1
2004-11-15,0.0,0.743,0.2023,0.0,0.0,0.0,0.0,0.0,-0.3818,0.6369,0.5106,0.3612,0.0,0.0,0.0,0.0,-0.3182,0.4019,-0.7906,0.0,0.0,-0.4767,-0.9118,0.0,0.0,1
2004-11-16,0.0,-0.6486,0.0,0.0,0.4939,0.1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,-0.3612,0.0,0.0,0.0,0.0,0.0,0.0,-0.6249,-0.5423,0.0,0.5719,1
2004-11-17,0.4215,0.8126,0.0516,0.0,0.2769,-0.5719,-0.7579,-0.128,0.0,0.0,0.4404,-0.7964,-0.5994,-0.4767,0.0,0.0,0.0,-0.4767,0.3612,0.0,-0.7845,0.0,0.0,0.0,-0.5719,0
2004-11-18,0.0382,-0.7579,-0.5106,0.4767,-0.4588,0.0,0.3818,-0.6249,-0.6369,0.3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6249,0.0,-0.5106,0.0,0.0,0.0,0.0,1
2004-11-19,0.4215,0.0,-0.4404,0.0,-0.5423,0.6249,0.0,0.0,0.4404,-0.4215,0.0,-0.6808,-0.5859,0.0,0.0,-0.5719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2004-11-22,-0.4767,-0.8573,0.296,0.2732,0.0258,0.7906,-0.4215,0.0,0.0,0.5423,0.1531,0.0,-0.5994,0.0,0.4215,0.0,0.0,0.0,0.0,-0.7096,0.0,0.0,0.0,0.4939,0.0,0
2004-11-23,0.0,0.2023,0.5267,0.0,0.0516,0.0,0.0,0.4215,0.0,0.34,0.0,0.0,0.0,0.0,-0.8074,0.0,0.0,0.0,0.0,-0.2732,0.0,-0.4767,0.0,0.0,-0.34,1
2004-11-24,-0.7845,0.0,0.0,-0.4019,0.0,-0.296,-0.296,-0.5267,-0.4939,0.4939,0.5267,0.0,0.0,0.0,0.0,0.0258,0.5574,-0.4019,0.0,0.0,0.4215,0.0,0.0,-0.4767,0.5719,1
2004-11-26,0.0,0.0,0.0,0.0,0.0,-0.2263,-0.4939,0.0,0.0,-0.7579,0.0,0.4588,0.0,0.0,-0.5106,0.0,0.0,0.0,0.0,0.0,0.0,0.296,-0.4019,-0.4256,-0.4767,1
2004-11-29,-0.5423,0.0,0.2235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4404,0.0,0.4404,0.4404,0.4404,0.0,0.0,0.0,0.4404,-0.4767,0.34,-0.4767,0.0,1
2004-11-30,0.2023,0.0258,0.0,0.0,0.0,0.0,-0.6705,0.0,0.2023,-0.5574,0.0,0.0,0.0,-0.5267,0.4404,0.0,0.0,0.0,-0.3182,0.5256,-0.6249,-0.4939,0.0,0.0,-0.3818,0
2004-12-01,0.0,-0.7964,0.0,0.5106,0.5423,0.0,0.0,0.5267,0.0,0.0,0.0,0.4019,-0.7097,0.5267,0.0,0.0,0.4404,0.0,0.4404,0.0772,0.0,0.3724,-0.2732,0.0,-0.1027,0
2004-12-02,0.4215,-0.0516,0.0,0.0,-0.25,-0.7579,0.0,0.0,0.0,-0.296,0.0,0.6808,0.0,-0.3818,0.0,-0.2023,0.0,-0.296,0.802,-0.4404,0.4404,0.0,0.0,0.0,0.0,1
2004-12-03,0.0,0.0,0.0,0.4939,0.0,0.0,0.34,0.0,0.0,0.0,0.4939,0.1531,-0.2732,0.5719,0.4019,0.0,0.0,0.4939,-0.4939,0.5859,0.0,0.0,0.0,0.0,0.0,0
2004-12-06,0.0,0.0,0.0,0.0,0.0,-0.5994,0.0,0.4404,0.6908,0.0,0.4404,0.0,0.0,0.0,0.4404,0.0,0.7906,0.0,0.0,-0.802,-0.1531,-0.4404,-0.4404,0.0,0.0,0
2004-12-07,0.0,-0.296,0.0,0.0,0.3612,0.0,0.0,-0.5994,0.4215,-0.5994,0.0,-0.5859,-0.4019,-0.296,0.7506,-0.0516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,0.0,0
2004-12-08,0.0,0.0,0.0,-0.2732,-0.5265,0.0,0.4404,-0.7184,0.0,-0.2263,-0.5267,0.5267,0.0,0.5267,0.5267,0.4215,-0.5994,0.0,-0.4939,0.0,0.0,0.0,0.0772,0.0,0.0,0
2004-12-09,0.5267,0.7351,0.5267,0.0,0.0,-0.5267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1027,0.0,-0.5106,0.0,0.4019,0.0,-0.3612,0.0,-0.2023,0.2244,-0.4767,1
2004-12-10,0.0,-0.2732,0.1027,0.0,0.0,0.0,0.0,-0.6705,0.0,0.0,0.0,0.5859,0.0,0.34,0.0,-0.6249,0.0,-0.3612,-0.34,0.0,-0.4215,0.0,-0.3818,0.7003,0.0,1
2004-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1531,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5719,-0.2732,-0.34,0
2004-12-14,-0.34,0.0,-0.0258,0.5859,-0.5574,-0.4215,0.0,-0.5106,-0.2023,-0.4215,0.34,0.25,0.0,0.0,0.0,-0.5719,0.0,0.0,0.0,0.0,0.0,-0.4588,-0.0516,-0.4019,-0.4939,1
2004-12-15,0.0,0.0,0.0,0.0,0.0,-0.5423,0.0,-0.5267,0.0,0.4588,0.5719,-0.5994,-0.4404,0.0,0.4019,0.0,0.0,0.3182,0.0,-0.1027,-0.296,0.4019,-0.3612,-0.3182,0.0,1
2004-12-16,0.5106,0.2023,-0.7783,0.0,0.2023,0.5719,-0.1027,-0.128,0.4215,0.3182,0.0,0.0,-0.4588,-0.296,0.0,0.4215,0.0,-0.2263,0.0,0.0,-0.4215,0.5719,-0.6597,0.0,0.0,1
2004-12-17,0.2023,0.4215,0.5267,0.0,0.0,0.0,0.4404,0.0,0.0,0.0,-0.128,-0.128,0.4019,0.0,0.0,0.0,0.0,0.4939,0.0,0.0,-0.128,0.0,0.5574,0.0,0.5106,1
2004-12-20,0.0,0.0,0.0,0.6908,0.0,0.0,0.0,0.0,0.4215,0.4215,0.0,0.0,0.0,0.4404,0.0,-0.6249,0.0,0.5106,0.0,0.0,0.296,0.0,-0.1531,-0.3818,0.0,0
2004-12-21,0.2263,0.0,0.0,0.2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3818,0.0,-0.6124,0.0,0.0,0.0,-0.8225,0.0258,0.5859,0.34,0.0,-0.1531,0.0,1
2004-12-22,0.0772,0.0,0.0,0.0,0.0258,-0.5106,-0.4939,0.0,0.5267,0.0,0.0,-0.3818,0.0,-0.7096,0.0,0.6908,0.0,0.0,-0.5719,0.0,0.0,0.0,0.0,-0.4019,0.0762,1
2004-12-23,0.7003,0.2023,-0.1779,0.0,-0.5267,0.0,0.0,0.0,-0.4588,0.34,0.0,0.0,-0.4588,0.0,0.0,-0.4767,0.0,-0.5267,-0.7506,0.0,0.0,0.3818,-0.91,0.0,0.1027,1
2004-12-27,0.4404,-0.5994,-0.3612,0.4019,0.0,0.3919,0.5719,-0.1027,-0.3182,0.0,-0.5994,0.0,0.0,-0.3182,0.0,0.0,0.3612,-0.3182,0.0,0.0,0.0,0.0,-0.296,0.0772,0.0,1
2004-12-28,0.5574,0.3818,0.6705,0.0,0.0,0.0,0.0,0.0,0.0,0.6369,0.0,0.4939,0.0,0.0258,0.0,0.2023,-0.4019,0.204,0.0,0.0,0.0,0.4019,0.0,0.0258,-0.3818,0
2004-12-29,0.0,-0.5994,-0.6486,0.0,-0.5859,-0.296,-0.5472,0.4019,-0.8271,-0.7906,-0.1027,0.0,0.0,-0.5859,-0.3182,0.296,-0.1531,0.0,0.0,-0.2263,0.4215,0.6597,0.0,0.0,-0.3182,1
2004-12-30,0.0,0.0,-0.1531,0.0,0.0,-0.5574,0.0,0.4215,0.0,0.0,0.5859,0.0,0.3612,0.0,-0.2023,0.5994,0.4939,-0.5719,0.0,0.0,0.0,0.4215,-0.2732,-0.6249,0.0,0
2004-12-31,-0.5859,0.0,-0.4767,0.0,0.0,0.0,-0.4939,0.0,0.1027,-0.25,0.0,0.4019,0.4404,0.0,0.0,0.6124,0.0,-0.6705,0.0,0.4019,0.34,-0.5106,0.0,0.0,0.0,0
2005-01-03,0.0,0.4588,0.6486,0.0,0.0,0.0,0.34,0.0,-0.5106,0.0,0.0,0.4215,0.0,0.6908,0.0,0.0,0.0,0.4404,0.4404,-0.5994,0.5267,0.6369,-0.7351,0.0,0.0,0
2005-01-04,0.4404,0.3818,0.6908,0.4404,0.0,0.0,0.4404,0.4404,-0.4939,0.0,0.0,0.0,0.4404,0.0,0.2023,-0.4215,0.0,0.0,-0.4588,0.0,0.1779,0.3612,0.3818,0.0,0.0,0
2005-01-05,-0.5994,-0.2023,-0.0516,0.5719,0.5106,0.6369,0.0,0.0,0.0,0.0,0.5574,-0.1531,0.4019,0.0516,0.0,0.0,0.0,0.0,-0.6597,-0.128,0.128,0.0,-0.3182,0.0,0.0,0
2005-01-06,0.0,0.0,-0.3182,-0.4588,-0.4019,-0.3818,-0.34,0.0,0.6597,0.0,-0.2732,0.0,-0.5423,-0.0258,-0.296,0.0,0.0,0.4404,0.0,0.3818,-0.34,-0.5859,-0.4588,-0.4215,0.6705,0
2005-01-07,0.0,0.0,0.0,-0.4767,0.5719,-0.5994,0.0,0.0,0.0,0.0,0.0,0.2498,0.0,-0.6369,0.0,0.5423,0.4019,0.4939,0.0,-0.296,0.0,0.0,-0.2732,0.0,-0.1779,1
2005-01-10,-0.5994,0.5719,-0.9042,0.7906,0.3182,0.0,-0.0572,0.0,0.0,0.0,0.0,0.0,-0.2263,-0.3182,0.0,0.0,0.0,0.0,0.1779,-0.1027,-0.6597,-0.5106,-0.5267,0.7184,0.8442,0
2005-01-11,0.4939,0.0,0.5859,0.0,0.0,0.0,0.0,0.0258,0.0,0.5574,-0.3182,0.0,-0.3612,0.5719,-0.5994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5423,0.0,0.0,1
2005-01-12,0.0,0.0,0.5267,-0.5267,0.0,-0.4215,0.0,0.0,0.0,0.6597,0.0,0.2263,0.0,0.4215,0.0,0.0,0.0,0.0,0.34,0.3182,0.0,0.0,0.0,0.0,0.0,0
2005-01-13,0.0,0.4215,-0.3818,0.7184,0.0,0.4939,0.0,0.0,0.4404,0.0,0.2023,-0.4939,0.0,0.0,0.0,0.0,-0.5267,0.0,-0.4939,0.0,0.0,0.2263,0.0,0.0,0.4019,1
2005-01-14,-0.296,0.8225,-0.6597,-0.4404,-0.2263,0.0,0.0,0.4404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6705,0.0,0.0,0.8074,0.0,0.0,0.0,0.0,-0.4019,0
2005-01-18,-0.7906,0.0,0.4215,0.0,0.0,-0.7351,0.2023,0.0,0.0,-0.6486,0.0,-0.0772,0.0,-0.7964,-0.3089,-0.7096,0.0,-0.7506,0.7096,0.6369,-0.5423,0.0,0.0,0.0,0.0,1
2005-01-19,0.0,0.3818,0.0,-0.2023,0.0,-0.296,0.0,-0.34,0.0,0.0,0.0,0.0,-0.4588,-0.296,-0.3182,-0.1027,0.2023,0.4019,-0.1761,0.34,0.0,-0.4215,0.0,0.0,0.0,1
2005-01-20,0.0,0.0,0.0,0.0,-0.8176,0.0,-0.5574,0.5106,0.0,0.0,0.0,-0.2263,0.0,0.0,0.0,0.0,0.0258,0.0,-0.4215,0.5994,0.0,0.0,0.0516,0.0,0.0,0
2005-01-21,-0.6486,0.562,0.0,0.0,0.0,0.0,-0.5574,-0.4767,0.0,0.0,0.0,0.0,0.0,0.4939,0.4215,0.0,0.0,0.875,0.0,-0.2732,0.7351,0.0,0.0,0.5106,0.0,0
2005-01-24,0.0,0.0,0.0,0.0,0.0,0.4215,0.0,-0.1027,0.0,0.4767,0.0,0.0,0.7184,-0.3612,0.0,0.0,0.5106,0.0,0.0,0.0,0.0,-0.8481,0.0,-0.765,0.5423,0
2005-01-25,0.0,-0.3182,0.0,0.0,0.0,0.2732,0.1531,0.0,0.6124,-0.2924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3818,0
2005-01-26,0.0,0.5574,0.0,0.0,-0.2263,0.5719,0.0,0.3612,0.0,0.0,0.0,-0.34,0.0,0.5106,0.0,0.0,0.0,0.0,-0.34,0.0,-0.5106,0.0,0.4767,-0.4019,-0.802,1
2005-01-27,0.0,-0.4168,0.3818,0.25,-0.4939,0.3612,-0.4019,-0.25,0.5574,-0.296,-0.2755,0.4404,0.6597,0.0,0.0,0.296,0.2263,-0.4215,0.0,0.0,0.0,0.0,0.0,-0.743,-0.4297,1
2005-01-28,0.4588,-0.5574,-0.6486,0.0,-0.8176,0.2732,0.0,0.0,-0.4767,0.0,0.0,0.4215,-0.743,0.0,-0.4215,0.0,-0.7579,-0.34,0.0,0.0,-0.5994,-0.0516,0.0,0.0,-0.4939,0
2005-01-31,0.2235,0.0,0.0,0.4215,0.0,0.4215,0.0,0.4215,0.4215,0.0,0.0,0.4404,0.0,0.0,0.0,0.0,0.0,0.0,-0.6124,0.3818,0.0,-0.7269,0.0,0.0,-0.7906,0
2005-02-01,0.0,0.0,0.0,-0.4939,-0.2263,0.0,0.0,0.0,0.0,0.4588,0.0,0.296,0.4019,-0.2023,0.0,0.2023,-0.296,-0.5994,0.0,0.0,0.0,0.0,0.0,0.0,-0.0772,1
2005-02-02,-0.8126,0.0,0.3182,0.4404,-0.5106,0.0,0.0,0.0,0.4215,-0.4588,0.0,0.0,0.4588,-0.296,0.0,0.0,-0.5106,0.4215,0.0,-0.4215,0.4588,0.0,0.0,0.0,0.0,1
2005-02-03,0.1027,-0.128,0.0,0.0,0.0,-0.34,0.1786,-0.5859,-0.2732,-0.5106,-0.25,0.0,0.7964,-0.5423,0.0,0.0,0.0,-0.8625,0.0,0.4019,0.0,0.0,0.34,0.6369,0.0516,1
2005-02-04,0.0,-0.4767,0.0,0.0,0.0,-0.4939,0.0,0.0,0.1531,0.25,0.0,0.0,-0.7845,0.0,-0.4939,0.0,0.0,0.0,-0.5267,0.1531,-0.3612,0.0,0.0,0.0,0.0,1
2005-02-07,0.0,0.34,0.0,-0.5106,0.0,0.0,-0.296,0.0,0.0,-0.4019,-0.4404,-0.6369,-0.4939,0.5423,0.0,0.5719,0.0,0.0,0.2023,0.0,0.0,0.0,0.0,-0.8807,-0.0772,1
